1, 299, 84.63080000000001, 0, 85.48565656565657, 216, 45.76000000000002, 0, 46.22222222222224, 243, 56.9512, 0, 57.526464646464646
2, 289, 80.80199999999996, 0, 81.61818181818178, 206, 39.826399999999985, 0, 40.22868686868685, 243, 56.48760000000002, 0, 57.058181818181836
3, 292, 82.25679999999997, 0, 83.08767676767674, 193, 37.608799999999995, 0, 37.98868686868686, 255, 62.02199999999996, 0, 62.64848484848481
4, 292, 82.81640000000002, 0, 83.6529292929293, 227, 46.5968, 0, 47.06747474747475, 239, 53.092, 0, 53.62828282828283
5, 292, 81.58640000000001, 0, 82.41050505050507, 222, 44.56399999999999, 0, 45.01414141414141, 254, 59.1004, 0, 59.69737373737374
6, 293, 82.55359999999999, 0, 83.38747474747474, 220, 47.75040000000001, 0, 48.23272727272728, 242, 56.70440000000001, 0, 57.277171717171726
7, 299, 80.5636, 0, 81.37737373737373, 214, 39.5756, 0, 39.975353535353534, 256, 58.02079999999999, 0, 58.60686868686868
8, 285, 78.62720000000003, 0, 79.42141414141417, 216, 43.57640000000001, 0, 44.01656565656566, 240, 55.76640000000002, 0, 56.32969696969699
9, 318, 86.65079999999998, 0, 87.52606060606058, 236, 45.01320000000001, 0, 45.4678787878788, 261, 56.4644, 0, 57.03474747474747
10, 288, 82.04840000000002, 0, 82.87717171717173, 196, 35.73720000000001, 0, 36.09818181818183, 245, 58.51439999999997, 0, 59.10545454545452
11, 302, 82.74119999999994, 0, 83.57696969696963, 225, 43.405999999999985, 0, 43.84444444444443, 239, 49.733599999999996, 0, 50.23595959595959
12, 286, 79.55479999999999, 0, 80.35838383838383, 215, 41.41879999999996, 0, 41.83717171717168, 232, 49.6896, 0, 50.191515151515155
13, 290, 79.26319999999996, 0, 80.06383838383833, 215, 42.09840000000001, 0, 42.52363636363638, 265, 65.70519999999999, 0, 66.36888888888888
14, 299, 83.05240000000003, 0, 83.89131313131317, 235, 49.965200000000024, 0, 50.469898989899015, 259, 61.4784, 0, 62.09939393939394
15, 285, 83.70039999999996, 0, 84.54585858585854, 216, 46.330399999999976, 0, 46.79838383838381, 242, 59.08840000000001, 0, 59.68525252525254
16, 300, 79.2244, 0, 80.02464646464647, 244, 50.37080000000002, 0, 50.879595959595974, 253, 55.38159999999999, 0, 55.94101010101009
17, 288, 80.05600000000003, 0, 80.86464646464648, 203, 38.370400000000004, 0, 38.7579797979798, 255, 61.162400000000005, 0, 61.780202020202026
18, 285, 81.6188, 0, 82.44323232323231, 201, 42.26999999999998, 0, 42.69696969696968, 251, 63.24600000000001, 0, 63.8848484848485
